uc010pwa.1	ENSP00000355632
uc003kxy.1	ENSP00000324245
uc001uon.2	ENSP00000371735
uc010frm.1	ENSP00000280295
uc010gos.1	ENSP00000389006
uc002gei.1	ENSP00000310490
uc003yaz.2	ENSP00000400984
uc003qtc.2	ENSP00000355930
uc001gqj.3	ENSP00000356505
uc011mpa.1	ENSP00000363859
uc002yuk.3	ENSP00000409227
uc011afu.1	ENSP00000291672
uc002yvz.2	ENSP00000347889
uc003vtl.1	ENSP00000384937
uc002dqp.2	ENSP00000378971
uc001sdz.2	ENSP00000387406
uc001akc.2	ENSP00000405253
uc002bpn.2	ENSP00000452640
uc002gkw.2	ENSP00000462310
uc003qsa.2	ENSP00000322650
uc011beg.1	ENSP00000339958
uc009xif.2	ENSP00000369434
uc002mmi.1	ENSP00000466910
uc009wcj.1	ENSP00000359643
uc004eld.2	ENSP00000416120
uc004bxd.2	ENSP00000384043
uc004dyc.2	ENSP00000363597
uc010bri.2	ENSP00000437418
uc001vsa.2	ENSP00000283547
uc001lox.3	ENSP00000382714
uc001eao.2	ENSP00000432049
uc010yig.1	ENSP00000420195
uc002vne.1	ENSP00000281828
uc002mmu.3	ENSP00000253110
uc011gdu.1	ENSP00000365024
uc004ayo.3	ENSP00000364205
uc001ujm.2	ENSP00000330620
uc004abp.2	ENSP00000406957
uc003nss.2	ENSP00000365431
uc001rba.2	ENSP00000014914
uc003wxv.2	ENSP00000262102
uc003did.3	ENSP00000347845
uc010nzk.1	ENSP00000367539
uc010csb.1	ENSP00000464388
uc010heg.2	ENSP00000354107
uc001jec.2	ENSP00000363433
uc001lsw.2	ENSP00000406861
uc010ctg.2	ENSP00000398044
uc004djn.1	ENSP00000471790
uc011cbl.1	ENSP00000370227
uc003ove.2	ENSP00000407080
uc002nlv.2	ENSP00000305071
uc010lld.1	ENSP00000339906
uc003tqk.2	ENSP00000275493
uc003xph.2	ENSP00000429586
uc002mnm.2	ENSP00000306902
uc002fgy.1	ENSP00000458007
uc001pli.1	ENSP00000434140
uc001alv.1	ENSP00000340824
uc002osz.1	ENSP00000301215
uc001snl.2	ENSP00000377413
uc010mej.2	ENSP00000429091
uc002yfy.2	ENSP00000359013
uc001euh.2	ENSP00000461948
uc001rvv.2	ENSP00000228468
uc002psn.1	ENSP00000375691
uc001qpx.3	ENSP00000412705
uc011itz.1	ENSP00000372818
uc010kfm.1	ENSP00000349446
uc001hsk.2	ENSP00000355675
uc002pfz.2	ENSP00000253047
uc010tja.1	ENSP00000365409
uc002xuw.2	ENSP00000416799
uc011hpw.1	ENSP00000402484
uc003bfd.2	ENSP00000429240
uc010vol.1	ENSP00000391730
uc003wjt.2	ENSP00000349254
uc002ehr.2	ENSP00000418823
uc003mgk.3	ENSP00000321424
uc010wvs.1	ENSP00000300784
uc003ykn.2	ENSP00000251810
uc009wqq.2	ENSP00000357330
uc003kdh.1	ENSP00000427004
uc001nox.2	ENSP00000389556
uc002qxe.2	ENSP00000382114
uc004dzb.2	ENSP00000363163
uc001rhk.3	ENSP00000261191
uc002hgz.2	ENSP00000334724
uc001vnm.1	ENSP00000365730
uc009xbf.1	ENSP00000356145
uc002hbm.2	ENSP00000301032
uc011gps.1	ENSP00000366078
uc010hri.2	ENSP00000353512
uc001ldi.3	ENSP00000474874
uc002ylo.2	ENSP00000284967
uc001fgn.1	ENSP00000295542
uc002ueq.2	ENSP00000407747
uc003oec.2	ENSP00000363668
uc010hwp.1	ENSP00000264676
uc002xji.2	ENSP00000380167
uc001yqb.2	ENSP00000376369
uc002sao.2	ENSP00000386074
uc002udf.2	ENSP00000318258
uc002rll.1	ENSP00000368999
uc003zfz.2	ENSP00000371940
uc010gsp.2	ENSP00000382162
uc004eay.3	ENSP00000471771
uc001doi.2	ENSP00000432638
uc002tie.2	ENSP00000305204
uc010xsn.1	ENSP00000385200
uc002dzc.3	ENSP00000454920
uc002qou.2	ENSP00000395967
uc002cmx.3	ENSP00000437763
uc004avd.2	ENSP00000411815
uc002nnb.3	ENSP00000443256
uc003dcp.2	ENSP00000384296
uc010lxa.1	ENSP00000429553
uc001tei.2	ENSP00000340998
uc003lkq.1	ENSP00000381589
uc003wpo.3	ENSP00000328182
uc010abn.2	ENSP00000369191
uc004aya.2	ENSP00000345848
uc001ujc.1	ENSP00000353767
uc003jrp.2	ENSP00000282878
uc003hra.2	ENSP00000378517
uc001bbd.2	ENSP00000387941
uc010yii.1	ENSP00000446137
uc003aoj.3	ENSP00000391670
uc010trw.1	ENSP00000442850
uc011jni.1	ENSP00000364782
uc004blw.2	ENSP00000362869
uc003xbq.3	ENSP00000289952
uc002xmw.2	ENSP00000361911
uc010skw.1	ENSP00000401060
uc003ncs.2	ENSP00000259939
uc001ctn.2	ENSP00000355358
uc010vat.1	ENSP00000439344
uc009wyq.2	ENSP00000356415
uc002xpr.2	ENSP00000361636
uc002ejn.2	ENSP00000369146
uc002oiu.2	ENSP00000347667
uc004dmk.1	ENSP00000468858
uc011byi.1	ENSP00000288634
uc002lxg.2	ENSP00000246115
uc003tba.2	ENSP00000275428
uc003xpg.2	ENSP00000429586
uc003cly.3	ENSP00000309836
uc001xlo.2	ENSP00000451088
uc010axc.1	ENSP00000353114
uc002dia.3	ENSP00000219168
uc003xdc.2	ENSP00000324491
uc001wgz.3	ENSP00000451481
uc003iww.2	ENSP00000426150
uc002yqz.2	ENSP00000371785
uc001fpf.2	ENSP00000354451
uc003alp.3	ENSP00000331845
uc002hgt.2	ENSP00000463936
uc003bmo.2	ENSP00000353945
uc003fee.2	ENSP00000420115
uc001sup.2	ENSP00000339157
uc010xbr.1	ENSP00000385867
uc003wrh.1	ENSP00000297496
uc001qns.2	ENSP00000442836
uc003nhm.2	ENSP00000462355
uc003swr.3	ENSP00000386631
uc004dob.3	ENSP00000371144
uc002kom.3	ENSP00000347433
uc001mbg.1	ENSP00000421079
uc001gkn.3	ENSP00000464040
uc002ghg.2	ENSP00000293825
uc001mcp.2	ENSP00000335544
uc003lcq.1	ENSP00000345205
uc001enk.2	ENSP00000462699
uc004eaq.1	ENSP00000334675
uc001whb.3	ENSP00000380642
uc003eii.2	ENSP00000373092
uc003ehn.3	ENSP00000444988
uc009ytj.1	ENSP00000441189
uc004fnt.2	ENSP00000427822
uc001ktj.1	ENSP00000359181
uc010rdx.1	ENSP00000389564
uc004ecg.2	ENSP00000362465
uc010oib.1	ENSP00000421294
uc003tzc.2	ENSP00000461523
uc002drt.2	ENSP00000456948
uc010nbi.2	ENSP00000351536
uc001spk.2	ENSP00000373798
uc011kio.1	ENSP00000406994
uc001qdt.2	ENSP00000433989
uc002mhh.1	ENSP00000329920
uc010nil.2	ENSP00000365577
uc011lwm.1	ENSP00000445697
uc001avo.2	ENSP00000354727
uc003eum.3	ENSP00000309622
uc003gyk.2	ENSP00000421584
uc011azo.1	ENSP00000439845
uc003cnk.2	ENSP00000345404
uc001bbv.1	ENSP00000355377
uc001gtl.2	ENSP00000356395
uc009zag.2	ENSP00000469662
uc011gpl.1	ENSP00000414489
uc002wbw.2	ENSP00000383964
uc003jmc.2	ENSP00000380317
uc010clf.2	ENSP00000413779
uc002cyw.2	ENSP00000347855
uc002jup.2	ENSP00000325561
uc001jhm.3	ENSP00000363268
uc001efk.2	ENSP00000432958
uc003tzx.2	ENSP00000459740
uc002vfc.2	ENSP00000394423
uc002yvk.1	ENSP00000339292
uc003fbj.1	ENSP00000376577
uc003ifa.2	ENSP00000377871
uc001dpv.2	ENSP00000359275
uc010oct.1	ENSP00000403389
uc003wzk.3	ENSP00000309757
uc003iqc.2	ENSP00000303754
uc001bic.2	ENSP00000363607
uc002izu.1	ENSP00000302649
uc002rvl.2	ENSP00000387082
uc001wzo.2	ENSP00000216286
uc001pxx.2	ENSP00000260197
uc001bou.3	ENSP00000363054
uc003iov.2	ENSP00000426040
uc010bcg.2	ENSP00000458111
uc002hwh.3	ENSP00000254072
uc004dqx.1	ENSP00000471753
uc001cvr.1	ENSP00000309653
uc003kck.3	ENSP00000336712
uc002qsx.1	ENSP00000439588
uc003nui.2	ENSP00000365290
uc002vkq.2	ENSP00000387156
uc001fsu.1	ENSP00000352626
uc010ltw.2	ENSP00000430423
uc004cad.1	ENSP00000361383
uc009zsj.2	ENSP00000433816
uc002lqv.2	ENSP00000340129
uc004bcq.2	ENSP00000363842
uc003aan.1	ENSP00000385975
uc001bzk.2	ENSP00000362302
uc002ews.3	ENSP00000327179
uc003esl.2	ENSP00000419231
uc010ygd.1	ENSP00000446126
uc002zyb.2	ENSP00000263121
uc003bsa.2	ENSP00000323462
uc002sok.1	ENSP00000386646
uc011bcr.1	ENSP00000402335
uc002leu.2	ENSP00000381470
uc004ewc.2	ENSP00000359959
uc010bsk.1	ENSP00000371818
uc003apz.3	ENSP00000380334
uc011cma.1	ENSP00000397719
uc011fyh.1	ENSP00000391438
uc002jcg.2	ENSP00000308396
uc003wiy.1	ENSP00000324817
uc002zmz.2	ENSP00000338932
uc001xtg.1	ENSP00000298352
uc001wma.3	ENSP00000415556
uc001xvc.2	ENSP00000340113
uc001fuc.2	ENSP00000320625
uc003auq.2	ENSP00000349465
uc001mwr.1	ENSP00000337853
uc001gda.2	ENSP00000352900
uc001zka.3	ENSP00000299084
uc010oal.1	ENSP00000437822
uc002pkq.3	ENSP00000469651
uc002gjo.1	ENSP00000441130
uc003wxw.2	ENSP00000371293
uc010woe.1	ENSP00000388749
uc001emd.1	ENSP00000358357
uc011iee.1	ENSP00000366352
uc001gqu.3	ENSP00000402002
uc010etp.2	ENSP00000221722
uc010tfn.1	ENSP00000281508
uc002gej.2	ENSP00000460252
uc003hdi.2	ENSP00000399234
uc010ehm.2	ENSP00000470687
uc003gvi.3	ENSP00000319127
uc010rbp.1	ENSP00000436808
uc002jub.2	ENSP00000364122
uc003vhk.1	ENSP00000318676
uc003wxf.1	ENSP00000355279
uc001irm.3	ENSP00000298032
uc011kqq.1	ENSP00000418788
uc003uuy.1	ENSP00000292330
uc002hza.2	ENSP00000377440
uc002jbp.2	ENSP00000376677
uc001fci.2	ENSP00000376398
uc001szg.2	ENSP00000228644
uc003jra.1	ENSP00000370611
uc002xzc.2	ENSP00000379147
uc001gwg.2	ENSP00000356284
uc002wbt.2	ENSP00000385006
uc001nfr.1	ENSP00000351409
uc001tmm.1	ENSP00000448322
uc002ytc.1	ENSP00000382275
uc002dtx.2	ENSP00000219782
uc003wwq.2	ENSP00000371512
uc011fqx.1	ENSP00000363735
uc001ofl.2	ENSP00000431819
uc003arf.2	ENSP00000248901
uc003xjk.3	ENSP00000428401
uc001zcs.2	ENSP00000441202
uc010omc.1	ENSP00000437758
uc003egx.3	ENSP00000418403
uc003mkx.2	ENSP00000385553
uc001jpr.1	ENSP00000348695
uc002bcy.3	ENSP00000300584
uc011hiv.1	ENSP00000383509
uc001cls.1	ENSP00000361363
uc002ndi.2	ENSP00000439135
uc002bfj.2	ENSP00000453347
uc001iqh.1	ENSP00000366450
uc002vce.2	ENSP00000400730
uc010wxi.1	ENSP00000408975
uc002rao.1	ENSP00000385333
uc010rrw.1	ENSP00000436039
uc002mly.2	ENSP00000411784
uc002jxz.3	ENSP00000314606
uc001ioq.2	ENSP00000409354
uc001uki.1	ENSP00000345095
uc001vxk.2	ENSP00000381102
uc002cqf.1	ENSP00000458565
uc002psq.1	ENSP00000468860
uc002hrq.1	ENSP00000225430
uc011jqt.1	ENSP00000449100
uc010qyd.1	ENSP00000442148
uc010plx.1	ENSP00000442712
uc010ndr.2	ENSP00000445317
uc010qva.1	ENSP00000453043
uc001axd.1	ENSP00000364921
uc001pos.1	ENSP00000299964
uc003dka.1	ENSP00000417915
uc002orn.1	ENSP00000349971
uc002dfm.2	ENSP00000402515
uc001gai.2	ENSP00000356952
uc001sua.3	ENSP00000408694
uc003ors.2	ENSP00000362068
uc001qqp.2	ENSP00000403941
uc001rnv.3	ENSP00000390327
uc010kyp.1	ENSP00000386198
uc003bky.1	ENSP00000352051
uc009zlf.2	ENSP00000439020
uc002pgf.3	ENSP00000395862
uc002qeq.1	ENSP00000390120
uc001yqa.2	ENSP00000376369
uc011eyt.1	ENSP00000332374
uc001dvx.2	ENSP00000359034
uc004bfa.2	ENSP00000351755
uc002tir.1	ENSP00000328420
uc011hot.1	ENSP00000373018
uc003ylp.2	ENSP00000384892
uc001rqd.2	ENSP00000415998
uc001hig.2	ENSP00000355972
uc001lat.1	ENSP00000358316
uc003mgb.2	ENSP00000421463
uc010fej.2	ENSP00000386285
uc002vql.2	ENSP00000375899
uc001dhw.2	ENSP00000359828
uc003orr.2	ENSP00000362069
uc002hdx.3	ENSP00000463450
uc011jca.1	ENSP00000393254
uc001fxs.2	ENSP00000376030
uc004brk.2	ENSP00000362399
uc004dmy.1	ENSP00000470248
uc003ygm.1	ENSP00000420405
uc011lnc.1	ENSP00000443804
uc001nkg.2	ENSP00000436254
uc002mkn.1	ENSP00000301475
uc001mtm.1	ENSP00000435307
uc011iok.1	ENSP00000365290
uc003gse.1	ENSP00000295589
uc011jdp.1	ENSP00000436375
uc011lbh.1	ENSP00000439276
uc004dzm.3	ENSP00000363093
uc003lkn.1	ENSP00000381594
uc003jrw.2	ENSP00000384806
uc003ilj.3	ENSP00000350815
uc002cka.2	ENSP00000007264
uc001hjz.2	ENSP00000355929
uc003bbs.3	ENSP00000379703
uc002tpr.2	ENSP00000365158
uc010xwv.1	ENSP00000375823
uc002owk.2	ENSP00000253435
uc001mjo.2	ENSP00000227756
uc010ucv.1	ENSP00000415056
uc002cvm.1	ENSP00000388642
uc009vmv.2	ENSP00000444877
uc003jeb.2	ENSP00000264669
uc002sqq.1	ENSP00000366549
uc002jph.2	ENSP00000405536
uc001cla.2	ENSP00000379981
uc004bko.2	ENSP00000210313
uc003hja.2	ENSP00000382420
uc003fqg.2	ENSP00000411253
uc010zaf.1	ENSP00000399756
uc001ioc.1	ENSP00000367316
uc004duh.1	ENSP00000364101
uc003psi.2	ENSP00000401779
uc003vbo.2	ENSP00000368565
uc001rlz.2	ENSP00000438075
uc002qwf.2	ENSP00000272065
uc002ecn.3	ENSP00000319222
uc003ccy.3	ENSP00000379904
uc011mvv.1	ENSP00000471424
uc010ahq.2	ENSP00000450987
uc001cuz.3	ENSP00000360546
uc010xru.1	ENSP00000446451
uc002xqn.1	ENSP00000417138
uc002dfc.3	ENSP00000441072
uc003ctm.1	ENSP00000390388
uc011dkb.1	ENSP00000367081
uc010ijw.2	ENSP00000424791
uc009yxm.2	ENSP00000431910
uc002fer.2	ENSP00000325448
uc001xbb.2	ENSP00000350261
uc004bsi.1	ENSP00000362322
uc009yfd.2	ENSP00000352508
uc010pzs.1	ENSP00000403895
uc002wuv.1	ENSP00000262460
uc010vlh.1	ENSP00000455955
uc001ewo.2	ENSP00000445647
uc002wpz.2	ENSP00000246090
uc001ufp.2	ENSP00000304941
uc003kio.1	ENSP00000296591
uc010tcg.1	ENSP00000445713
uc004ear.2	ENSP00000362744
uc009whf.1	ENSP00000328168
uc003ukb.2	ENSP00000378119
uc011fke.1	ENSP00000391933
uc002vyk.3	ENSP00000264606
uc002ibr.2	ENSP00000466794
uc003fka.2	ENSP00000376427
uc002iyo.1	ENSP00000300896
uc004dyz.2	ENSP00000363215
uc001uaa.1	ENSP00000376266
uc003lrd.2	ENSP00000353638
uc004dot.1	ENSP00000469532
uc004fde.1	ENSP00000422312
uc002dev.3	ENSP00000438887
uc002hdj.1	ENSP00000268756
uc003nqf.1	ENSP00000397778
uc002rob.1	ENSP00000295066
uc002yjx.2	ENSP00000327213
uc011bai.1	ENSP00000346298
uc003gjb.2	ENSP00000422374
uc001xht.2	ENSP00000443882
uc001gdp.2	ENSP00000356853
uc003vpt.2	ENSP00000393045
uc001rxy.2	ENSP00000448389
uc004flf.1	ENSP00000472265
uc009xfl.1	ENSP00000312458
uc002oje.3	ENSP00000313571
uc001khl.2	ENSP00000298068
uc010pyp.1	ENSP00000408661
uc003lax.2	ENSP00000317580
uc002fpj.1	ENSP00000302777
uc009wrq.2	ENSP00000357265
uc001chw.2	ENSP00000380245
uc002ljo.2	ENSP00000401645
uc011msb.1	ENSP00000416120
uc004chd.2	ENSP00000392828
uc001hjh.2	ENSP00000355954
uc003taj.1	ENSP00000242140
uc010xwd.1	ENSP00000473018
uc003krl.2	ENSP00000325369
uc010rly.1	ENSP00000434513
uc010ofd.1	ENSP00000434984
uc002uby.3	ENSP00000395797
uc001agb.1	ENSP00000439290
uc003eov.3	ENSP00000264990
uc010rba.1	ENSP00000332511
uc002jus.3	ENSP00000343493
uc002wim.2	ENSP00000262919
uc001air.2	ENSP00000383711
uc003edu.2	ENSP00000184266
uc003bkr.2	ENSP00000379113
uc001lnd.2	ENSP00000323047
uc002xeo.2	ENSP00000363103
uc011fny.1	ENSP00000394759
uc002jpf.2	ENSP00000347592
uc010zji.1	ENSP00000385565
uc009vym.2	ENSP00000360987
uc002fso.2	ENSP00000354283
uc002jlk.2	ENSP00000436563
uc002mxh.1	ENSP00000254323
uc001mww.1	ENSP00000433152
uc004fgp.2	ENSP00000473093
uc003cwu.2	ENSP00000400175
uc001egc.1	ENSP00000358512
uc001xeh.3	ENSP00000389699
uc010mxg.1	ENSP00000362516
uc011gtq.1	ENSP00000327832
uc001jld.2	ENSP00000378699
uc002cnl.2	ENSP00000436865
uc001qhi.2	ENSP00000341452
uc010dpq.2	ENSP00000381241
uc010tsm.1	ENSP00000443140
uc003mki.2	ENSP00000404583
uc001cri.2	ENSP00000360939
uc002ycq.2	ENSP00000252999
uc001nyo.2	ENSP00000314073
uc003lpj.1	ENSP00000346156
uc010vlz.1	ENSP00000410243
uc010eik.2	ENSP00000325946
uc001bni.1	ENSP00000319179
uc011dby.1	ENSP00000427913
uc003xiw.2	ENSP00000287842
uc001xjl.1	ENSP00000330278
uc001rfq.2	ENSP00000334229
uc001kvg.1	ENSP00000384830
uc001wjo.2	ENSP00000216733
uc010lmx.2	ENSP00000376798
uc011cmb.1	ENSP00000419845
uc011bpg.1	ENSP00000309893
uc003vjy.2	ENSP00000377047
uc003kfr.3	ENSP00000456339
uc001fri.2	ENSP00000351039
uc003cva.3	ENSP00000326305
uc003axu.1	ENSP00000333049
uc002xls.1	ENSP00000217043
uc001imc.2	ENSP00000367966
uc002rtm.2	ENSP00000445107
uc011fyk.1	ENSP00000383261
uc001jis.3	ENSP00000390713
uc010ihu.2	ENSP00000286604
uc010fik.2	ENSP00000386329
uc010ykv.1	ENSP00000442665
uc010tph.1	ENSP00000443537
uc009yeo.1	ENSP00000369450
uc003gub.2	ENSP00000400467
uc001zkf.1	ENSP00000325144
uc002ueh.2	ENSP00000380390
uc003fco.2	ENSP00000380932
uc001jta.2	ENSP00000378363
uc002wgu.2	ENSP00000369979
uc003xkm.1	ENSP00000331342
uc001oxt.2	ENSP00000434847
uc002uop.1	ENSP00000399602
uc001uvb.2	ENSP00000369271
uc003uij.2	ENSP00000415910
uc001khb.2	ENSP00000360784
uc003wzm.2	ENSP00000387549
uc003yrj.2	ENSP00000367256
uc001emc.1	ENSP00000358355
uc011hub.1	ENSP00000364903
uc001hiv.2	ENSP00000355963
uc003dze.2	ENSP00000417654
uc004faa.2	ENSP00000359663
uc001zhe.1	ENSP00000300177
uc003nra.2	ENSP00000412456
uc011luc.1	ENSP00000442560
uc010ypc.1	ENSP00000399145
uc003wcb.2	ENSP00000347409
uc010rtj.1	ENSP00000434010
uc011hft.1	ENSP00000399009
uc001jgg.2	ENSP00000422446
uc001xfc.2	ENSP00000216513
uc010euh.2	ENSP00000375583
uc003ceg.2	ENSP00000389577
uc002unr.1	ENSP00000376215
uc010bix.2	ENSP00000456489
uc004ayp.2	ENSP00000364203
uc002hzf.3	ENSP00000467585
uc004cvk.2	ENSP00000440038
uc003prv.2	ENSP00000358027
uc001kkw.2	ENSP00000360271
uc009xce.2	ENSP00000375787
uc002wac.2	ENSP00000385338
uc002xak.2	ENSP00000363998
uc002jly.2	ENSP00000293195
uc002shs.2	ENSP00000244217
uc002pob.1	ENSP00000270625
uc010ggo.2	ENSP00000344724
uc010jan.2	ENSP00000339802
uc001nfu.3	ENSP00000436160
uc003efu.1	ENSP00000302562
uc003pbe.2	ENSP00000439439
uc011lmm.1	ENSP00000444717
uc001nvd.3	ENSP00000333697
uc003ocz.1	ENSP00000355123
uc003pvq.2	ENSP00000357651
uc002avm.3	ENSP00000261908
uc003bti.3	ENSP00000403874
uc001lcm.2	ENSP00000358223
uc001guj.1	ENSP00000453064
uc001iqr.1	ENSP00000366295
uc003ivs.1	ENSP00000307183
uc002buy.2	ENSP00000470162
uc010pcu.1	ENSP00000415648
uc002dpg.3	ENSP00000381916
uc003fqv.2	ENSP00000348925
uc001trp.3	ENSP00000380775
uc002stb.1	ENSP00000307142
uc004dwo.2	ENSP00000337418
uc002lsq.1	ENSP00000466010
uc010cod.2	ENSP00000285199
uc002ypb.2	ENSP00000374645
uc004chy.2	ENSP00000346345
uc003lwd.3	ENSP00000403003
uc003mnp.2	ENSP00000332152
uc010tpf.1	ENSP00000391068
uc011geb.1	ENSP00000365002
uc009xlg.2	ENSP00000387546
uc001ivj.1	ENSP00000443610
uc003lxb.1	ENSP00000265007
uc001qqo.2	ENSP00000438363
uc001sjq.2	ENSP00000377612
uc002lgn.2	ENSP00000320431
uc001rnq.3	ENSP00000447706
uc011ehp.1	ENSP00000366378
uc011fpr.1	ENSP00000447864
uc001skb.2	ENSP00000267064
uc003djv.3	ENSP00000437652
uc001tnq.3	ENSP00000446853
uc001vdj.2	ENSP00000261667
uc001faw.2	ENSP00000307340
uc002pwp.2	ENSP00000389132
uc003aie.2	ENSP00000440848
uc004bsc.2	ENSP00000317817
uc002aem.2	ENSP00000369943
uc001yhi.1	ENSP00000451887
uc001pci.2	ENSP00000345513
uc001nnc.2	ENSP00000278400
uc009zhm.1	ENSP00000441432
uc001yox.1	ENSP00000340477
uc003let.2	ENSP00000427379
uc002mqm.2	ENSP00000395650
uc010uxk.1	ENSP00000393970
uc002sng.2	ENSP00000303522
uc003tol.2	ENSP00000342878
uc004fop.2	ENSP00000371079
uc001dbz.2	ENSP00000378743
uc002dbp.1	ENSP00000460871
uc002ovs.3	ENSP00000385706
uc003alz.2	ENSP00000248975
uc001mtn.1	ENSP00000331327
uc003fgx.2	ENSP00000064724
uc003prx.2	ENSP00000318900
uc003mko.2	ENSP00000292596
uc001obu.1	ENSP00000352354
uc001chf.2	ENSP00000439044
uc002vhw.2	ENSP00000443435
uc011mao.1	ENSP00000373399
uc010yfx.1	ENSP00000465705
uc011emh.1	ENSP00000407561
uc001lsi.1	ENSP00000380553
uc004cmm.3	ENSP00000339495
uc010tef.1	ENSP00000440233
uc003siw.1	ENSP00000444487
uc001ses.2	ENSP00000377864
uc010mlg.2	ENSP00000414760
uc001hjy.2	ENSP00000428324
uc002wpw.1	ENSP00000367038
uc010xnn.1	ENSP00000340688
uc011ddc.1	ENSP00000390927
uc001sfb.3	ENSP00000243112
uc002gfv.1	ENSP00000370104
uc010osw.1	ENSP00000407477
uc010quy.1	ENSP00000357556
uc002avc.2	ENSP00000445964
uc003fyt.2	ENSP00000418324
uc002trw.2	ENSP00000392700
uc004eiw.3	ENSP00000361838
uc010bci.2	ENSP00000426154
uc002dpi.3	ENSP00000381916
uc001won.2	ENSP00000258807
uc001hsu.2	ENSP00000295033
uc004dci.3	ENSP00000368228
uc003chj.2	ENSP00000373266
uc004bcz.2	ENSP00000277225
uc003kud.1	ENSP00000261366
uc001wdk.2	ENSP00000452002
uc011epp.1	ENSP00000415015
uc011hnr.1	ENSP00000373032
uc010tjs.1	ENSP00000405639
uc001fce.2	ENSP00000340463
uc002oco.2	ENSP00000246529
uc001ajv.1	ENSP00000413218
uc011jjk.1	ENSP00000419698
uc002ved.2	ENSP00000397646
uc011lwz.1	ENSP00000452552
uc003wuc.2	ENSP00000334458
uc003xav.2	ENSP00000302297
uc011jtf.1	ENSP00000412933
uc001olo.2	ENSP00000324960
uc011ipi.1	ENSP00000387910
uc003gnq.3	ENSP00000424368
uc011get.1	ENSP00000364962
uc003uyx.3	ENSP00000292535
uc010ghp.2	ENSP00000349986
uc002ebr.2	ENSP00000441691
uc010ssd.1	ENSP00000314441
uc004dlc.1	ENSP00000471248
uc002gce.2	ENSP00000370557
uc001bpw.2	ENSP00000362945
uc003akj.2	ENSP00000339916
uc004fvm.2	ENSP00000401363
uc002xxn.1	ENSP00000217109
uc010feo.2	ENSP00000386683
uc003wfz.2	ENSP00000255992
uc002dwl.2	ENSP00000381821
uc003tem.3	ENSP00000308695
uc001rtv.2	ENSP00000448313
uc003wvk.3	ENSP00000432931
uc001dgg.2	ENSP00000322609
uc002egw.2	ENSP00000219746
uc001pfq.1	ENSP00000317487
uc003vwz.2	ENSP00000447431
uc004ejx.2	ENSP00000361770
uc004bjs.1	ENSP00000314038
uc002yuo.1	ENSP00000351123
uc002bgh.3	ENSP00000302935
uc003yvs.2	ENSP00000438009
uc009zhc.2	ENSP00000396163
uc003mva.2	ENSP00000369739
uc010rsi.1	ENSP00000431149
uc010wnm.1	ENSP00000414671
uc003aav.1	ENSP00000385975
uc002wtr.1	ENSP00000307132
uc002moy.1	ENSP00000320917
uc011gum.1	ENSP00000397956
uc001xmd.2	ENSP00000267499
uc003stw.1	ENSP00000386705
uc003xep.1	ENSP00000328228
uc011kye.1	ENSP00000004531
uc002wyo.1	ENSP00000347012
uc010juu.2	ENSP00000404403
uc011mih.1	ENSP00000381538
uc011lik.1	ENSP00000429491
uc003qlf.2	ENSP00000275233
uc001cci.2	ENSP00000362110
uc011efg.1	ENSP00000430097
uc002yqn.2	ENSP00000328992
uc003oty.1	ENSP00000377622
uc002smp.1	ENSP00000264094
uc004cuj.2	ENSP00000370139
uc001vot.2	ENSP00000343871
uc003qwx.2	ENSP00000416289
uc003yxp.1	ENSP00000378601
uc002fae.2	ENSP00000387673
uc004ekf.2	ENSP00000361740
uc003crt.2	ENSP00000392601
uc003cxf.2	ENSP00000296456
uc003khc.3	ENSP00000410289
uc003gkv.3	ENSP00000245105
uc010thw.1	ENSP00000431129
uc003dmx.2	ENSP00000273261
uc003htk.2	ENSP00000424360
uc001vrf.2	ENSP00000345202
uc001dmx.2	ENSP00000359504
uc011bxc.1	ENSP00000226279
uc001aiq.2	ENSP00000367830
uc001txj.1	ENSP00000376306
uc001mse.2	ENSP00000385507
uc002rhn.2	ENSP00000306275
uc001scs.3	ENSP00000377908
uc003ymv.2	ENSP00000428796
uc010sga.1	ENSP00000438636
uc001hsg.3	ENSP00000401737
uc001vtr.1	ENSP00000417706
uc010pgm.1	ENSP00000412605
uc001opm.2	ENSP00000301838
uc003bza.2	ENSP00000396081
uc009xct.1	ENSP00000355988
uc003slr.1	ENSP00000343439
uc002yzf.1	ENSP00000333657
uc002jlh.2	ENSP00000301573
uc001rrb.1	ENSP00000345771
uc003tku.2	ENSP00000351542
uc003xbs.2	ENSP00000240139
uc002eow.2	ENSP00000264001
uc001ydx.2	ENSP00000376783
uc002cno.2	ENSP00000341885
uc004fbq.2	ENSP00000472247
uc001qku.2	ENSP00000329877
uc004ete.2	ENSP00000414253
uc002xjt.1	ENSP00000442290
uc003opd.2	ENSP00000362284
uc002gck.2	ENSP00000324366
uc011mrs.1	ENSP00000391722
uc001xst.2	ENSP00000167106
uc002rnx.2	ENSP00000385557
uc001wbc.2	ENSP00000298717
uc001mwh.2	ENSP00000400223
uc003pht.2	ENSP00000305147
uc002ukf.1	ENSP00000376322
uc002cww.2	ENSP00000457877
uc001ubq.2	ENSP00000312834
uc010fov.1	ENSP00000386367
uc010dwo.1	ENSP00000465787
uc010eby.2	ENSP00000471835
uc002rpa.1	ENSP00000238823
uc001djv.3	ENSP00000359688
uc002rgd.2	ENSP00000264709
uc011bpd.1	ENSP00000410863
