Symbol	GeneId	tx
locus_10760	locus_10760	uc010qlh.1
locus_10761	locus_10761	uc001jyg.1
locus_10762	locus_10762	uc001jyh.2
locus_10763	locus_10763	uc010qli.1
locus_10764	locus_10764	uc001jyl.2
locus_10765	locus_10765	uc001jym.1
locus_10766	locus_10766	uc001jyn.2
locus_10767	locus_10767	uc001jyo.2
locus_10768	locus_10768	uc001jyp.1
locus_10769	locus_10769	uc010qlj.1
locus_10770	locus_10770	uc001jyq.2
locus_10771	locus_10771	uc001jyr.2
locus_10772	locus_10772	uc001jys.2
locus_10773	locus_10773	uc001jyt.2
locus_10774	locus_10774	uc010qlk.1
locus_10775	locus_10775	uc001jyu.1
locus_10776	locus_10776	uc001jyv.2
locus_10777	locus_10777	uc001jyw.1
locus_10778	locus_10778	uc001jyx.2
locus_10779	locus_10779	uc001jyz.2
locus_10780	locus_10780	uc001jza.2
locus_10781	locus_10781	uc001jzb.2
locus_10782	locus_10782	uc001jze.1
locus_10783	locus_10783	uc010qll.1
locus_10784	locus_10784	uc001jzf.1
locus_10785	locus_10785	uc001jzg.2
locus_10786	locus_10786	uc010qlm.1
locus_10787	locus_10787	uc001jzh.2
locus_10788	locus_10788	uc001jzm.1
locus_10791	locus_10791	uc001jzv.2
locus_10791	locus_10791	uc010qlp.1
locus_10792	locus_10792	uc001jzw.1
locus_10799	locus_10799	uc001kbe.1
locus_10803	locus_10803	uc001kbv.2
locus_10814	locus_10814	uc001kdf.1
locus_10816	locus_10816	uc001kdk.1
locus_10817	locus_10817	uc001kdm.1
locus_10831	locus_10831	uc001kfc.1
locus_10839	locus_10839	uc001kfo.1
locus_10848	locus_10848	uc001kgv.1
locus_10848	locus_10848	uc001kgw.1
locus_10849	locus_10849	uc001kgy.2
locus_1087	locus_1087	uc004fvg.1
locus_10880	locus_10880	uc001kmx.1
locus_10888	locus_10888	uc001kof.1
locus_10893	locus_10893	uc001kpe.1
locus_10895	locus_10895	uc001kpt.2
locus_1089	locus_1089	uc004fvx.1
locus_108	locus_108	uc004dfw.1
locus_10913	locus_10913	uc010qpy.1
locus_10925	locus_10925	uc001kvp.1
locus_10925	locus_10925	uc001kvq.1
locus_10926	locus_10926	uc001kvr.1
locus_1092	locus_1092	uc011nbp.1
locus_10939	locus_10939	uc001kxk.1
locus_1093	locus_1093	uc011nbq.1
locus_10944	locus_10944	uc001kyd.1
locus_10947	locus_10947	uc001kyk.2
locus_10959	locus_10959	uc001laa.2
locus_10967	locus_10967	uc001laz.2
locus_10971	locus_10971	uc001lca.1
locus_10980	locus_10980	uc001lcw.2
locus_10987	locus_10987	uc001ldx.2
locus_10994	locus_10994	uc001lfe.1
locus_109	locus_109	uc011mkv.1
locus_10	locus_10	uc004cql.2
locus_11009	locus_11009	uc001lhg.1
locus_1100	locus_1100	uc011nbx.1
locus_11012	locus_11012	uc001lhx.2
locus_11016	locus_11016	uc001lil.2
locus_1101	locus_1101	uc004fwx.1
locus_11025	locus_11025	uc001lkg.1
locus_11027	locus_11027	uc001lkl.2
locus_1102	locus_1102	uc004fwz.2
locus_11030	locus_11030	uc001lkw.1
locus_11037	locus_11037	uc001llv.1
locus_11052	locus_11052	uc010qaa.1
locus_11056	locus_11056	uc001igj.1
locus_11058	locus_11058	uc001igo.1
locus_1105	locus_1105	uc003mtk.1
locus_11067	locus_11067	uc001iid.1
locus_11075	locus_11075	uc001ijk.1
locus_11081	locus_11081	uc001ikb.2
locus_11084	locus_11084	uc001ikn.1
locus_11086	locus_11086	uc001iky.1
locus_11088	locus_11088	uc001ili.1
locus_1108	locus_1108	uc003mto.2
locus_110	locus_110	uc004dfx.2
locus_11102	locus_11102	uc010qca.1
locus_1110	locus_1110	uc003mts.1
locus_11110	locus_11110	uc001iot.1
locus_11113	locus_11113	uc001ipq.1
locus_11116	locus_11116	uc001iqf.2
locus_1111	locus_1111	uc003mtt.1
locus_1111	locus_1111	uc003mtu.1
locus_1111	locus_1111	uc003mtv.2
locus_11125	locus_11125	uc009xkk.1
locus_1113	locus_1113	uc003mue.2
locus_11140	locus_11140	uc001iuc.2
locus_11141	locus_11141	uc001iuk.1
locus_11152	locus_11152	uc001iwf.2
locus_11156	locus_11156	uc001ixd.2
locus_11157	locus_11157	uc001ixe.1
locus_11165	locus_11165	uc001izx.2
locus_11168	locus_11168	uc001jah.1
locus_11175	locus_11175	uc001jbj.1
locus_11176	locus_11176	uc001jbk.1
locus_11176	locus_11176	uc001jbl.2
locus_11179	locus_11179	uc001jbx.1
locus_11182	locus_11182	uc001jcf.2
locus_11185	locus_11185	uc010qfh.1
locus_11188	locus_11188	uc001jdv.2
locus_11188	locus_11188	uc009xmy.1
locus_1118	locus_1118	uc011dhu.1
locus_11196	locus_11196	uc001jek.2
locus_11197	locus_11197	uc010qgd.1
locus_1119	locus_1119	uc003mvi.1
locus_11203	locus_11203	uc009xnv.2
locus_11206	locus_11206	uc001jgd.2
locus_11207	locus_11207	uc009xny.1
locus_11210	locus_11210	uc001jgw.2
locus_11211	locus_11211	uc001jgx.1
locus_11222	locus_11222	uc001jiz.1
locus_11227	locus_11227	uc001jjq.1
locus_11227	locus_11227	uc009xox.1
locus_11228	locus_11228	uc001jjs.2
locus_1122	locus_1122	uc003mvs.1
locus_11235	locus_11235	uc001jkr.2
locus_11244	locus_11244	uc001jmq.1
locus_11245	locus_11245	uc001jmu.1
locus_1126	locus_1126	uc003mwg.1
locus_11275	locus_11275	uc001jtm.2
locus_1127	locus_1127	uc010jns.1
locus_11295	locus_11295	uc001jxr.1
locus_11296	locus_11296	uc001jzc.1
locus_1129	locus_1129	uc003mwn.1
locus_11300	locus_11300	uc001kaa.1
locus_11301	locus_11301	uc009xrv.1
locus_11303	locus_11303	uc010qls.1
locus_11305	locus_11305	uc001kat.2
locus_11306	locus_11306	uc001kas.1
locus_1130	locus_1130	uc003mwo.2
locus_1130	locus_1130	uc011dhz.1
locus_11312	locus_11312	uc001kct.2
locus_11316	locus_11316	uc001kdj.1
locus_11318	locus_11318	uc010qmg.1
locus_11321	locus_11321	uc001kec.1
locus_11324	locus_11324	uc001ket.1
locus_11332	locus_11332	uc001kgd.2
locus_11335	locus_11335	uc001kgq.1
locus_11337	locus_11337	uc001kgx.1
locus_11345	locus_11345	uc001khy.1
locus_1134	locus_1134	uc003mxa.2
locus_11351	locus_11351	uc001kjl.1
locus_11351	locus_11351	uc001kjn.3
locus_11352	locus_11352	uc001kjo.1
locus_11355	locus_11355	uc001kkg.1
locus_11360	locus_11360	uc001klg.1
locus_11360	locus_11360	uc001klj.1
locus_11360	locus_11360	uc009xvb.1
locus_11369	locus_11369	uc001kng.1
locus_11382	locus_11382	uc001kps.1
locus_11398	locus_11398	uc001ksy.1
locus_11415	locus_11415	uc001kwr.2
locus_1141	locus_1141	uc003mye.2
locus_11426	locus_11426	uc001kyj.2
locus_11429	locus_11429	uc001kyr.1
locus_1143	locus_1143	uc003myo.1
locus_11445	locus_11445	uc001lcv.1
locus_1144	locus_1144	uc003myw.2
locus_1144	locus_1144	uc003myx.2
locus_1144	locus_1144	uc003myy.1
locus_11462	locus_11462	uc001lfa.1
locus_11462	locus_11462	uc001lfb.1
locus_11478	locus_11478	uc001lim.1
locus_11486	locus_11486	uc009yar.1
locus_11490	locus_11490	uc010qus.1
locus_11495	locus_11495	uc001lln.2
locus_11497	locus_11497	uc009ybf.2
locus_11497	locus_11497	uc010qux.1
locus_11499	locus_11499	uc009ybh.1
locus_1149	locus_1149	uc003mzq.1
locus_114	locus_114	uc004dgj.1
locus_11502	locus_11502	uc001lmn.2
locus_11512	locus_11512	uc002zkd.2
locus_11513	locus_11513	uc011abv.1
locus_11516	locus_11516	uc002yjh.1
locus_1151	locus_1151	uc003mzy.2
locus_11521	locus_11521	uc002yjw.1
locus_11528	locus_11528	uc002ykx.2
locus_11528	locus_11528	uc010glf.1
locus_1152	locus_1152	uc003mzz.1
locus_11530	locus_11530	uc002ylf.2
locus_11531	locus_11531	uc002ylh.1
locus_11537	locus_11537	uc002ymc.1
locus_11541	locus_11541	uc002ymh.2
locus_11542	locus_11542	uc002yml.2
locus_11573	locus_11573	uc002yoz.1
locus_11576	locus_11576	uc002ypm.2
locus_11584	locus_11584	uc002yrj.1
locus_11589	locus_11589	uc002ysp.2
locus_11590	locus_11590	uc002yty.2
locus_11594	locus_11594	uc002yup.1
locus_11597	locus_11597	uc011aea.1
locus_11598	locus_11598	uc002yvc.1
locus_11598	locus_11598	uc002yvd.1
locus_11598	locus_11598	uc002yvf.1
locus_11603	locus_11603	uc002ywn.1
locus_11622	locus_11622	uc002zah.1
locus_11629	locus_11629	uc002zbk.1
locus_11630	locus_11630	uc002zbl.3
locus_11632	locus_11632	uc002zcj.1
locus_11633	locus_11633	uc002zco.2
locus_11644	locus_11644	uc011afe.1
locus_11645	locus_11645	uc002zfb.2
locus_11646	locus_11646	uc011afg.1
locus_11647	locus_11647	uc002zfc.2
locus_11648	locus_11648	uc011afh.1
locus_11649	locus_11649	uc002zfd.2
locus_1164	locus_1164	uc003nbx.1
locus_11664	locus_11664	uc002zgn.1
locus_11670	locus_11670	uc002zho.1
locus_11676	locus_11676	uc002zjk.2
locus_11678	locus_11678	uc002zkg.1
locus_11679	locus_11679	uc011abu.1
locus_11680	locus_11680	uc002zkc.2
locus_11681	locus_11681	uc002zkf.2
locus_11684	locus_11684	uc002yjc.1
locus_11685	locus_11685	uc002yjd.1
locus_11686	locus_11686	uc011abw.1
locus_11687	locus_11687	uc002yjg.2
locus_11688	locus_11688	uc002yjk.2
locus_11688	locus_11688	uc002yjl.2
locus_11693	locus_11693	uc002ykd.1
locus_11694	locus_11694	uc002yke.2
locus_11695	locus_11695	uc002ykf.2
locus_11696	locus_11696	uc002ykg.1
locus_11696	locus_11696	uc011abz.1
locus_1169	locus_1169	uc011djh.1
locus_116	locus_116	uc004dgq.1
locus_11700	locus_11700	uc002yle.2
locus_11701	locus_11701	uc002ylg.1
locus_11702	locus_11702	uc002yli.1
locus_11708	locus_11708	uc002ymk.1
locus_11714	locus_11714	uc002ynp.1
locus_1171	locus_1171	uc003nct.1
locus_11725	locus_11725	uc002yoy.2
locus_11732	locus_11732	uc002yqj.1
locus_11732	locus_11732	uc002yqk.2
locus_11741	locus_11741	uc002ytn.2
locus_11748	locus_11748	uc002yug.2
locus_11749	locus_11749	uc002yus.1
locus_11764	locus_11764	uc002ywy.2
locus_11769	locus_11769	uc002yyn.1
locus_11772	locus_11772	uc002yys.2
locus_11772	locus_11772	uc002yyt.2
locus_11772	locus_11772	uc002yyu.2
locus_11782	locus_11782	uc002zau.2
locus_11790	locus_11790	uc002zdj.1
locus_11811	locus_11811	uc002zgh.2
locus_11814	locus_11814	uc002zgz.1
locus_11819	locus_11819	uc002zhx.1
locus_11824	locus_11824	uc010gqi.1
locus_11830	locus_11830	uc001vvd.2
locus_11831	locus_11831	uc010tkq.1
locus_11832	locus_11832	uc001vvf.1
locus_11833	locus_11833	uc001vvh.2
locus_11834	locus_11834	uc001vvi.2
locus_11835	locus_11835	uc001vvk.1
locus_11835	locus_11835	uc001vvl.3
locus_11836	locus_11836	uc001vvn.2
locus_11837	locus_11837	uc001vvt.2
locus_11838	locus_11838	uc001vvy.1
locus_11839	locus_11839	uc001vwd.2
locus_11858	locus_11858	uc001vxu.1
locus_11874	locus_11874	uc001wbi.2
locus_11875	locus_11875	uc001wbk.3
locus_11877	locus_11877	uc001wbm.2
locus_11877	locus_11877	uc010tme.1
locus_11878	locus_11878	uc001wbn.2
locus_11879	locus_11879	uc001wbp.2
locus_11879	locus_11879	uc010aio.1
locus_11879	locus_11879	uc010aip.1
locus_11879	locus_11879	uc010aiq.1
locus_11879	locus_11879	uc010tmf.1
locus_11879	locus_11879	uc010tmh.1
locus_11880	locus_11880	uc001wbt.1
locus_11881	locus_11881	uc010air.1
locus_11882	locus_11882	uc001wbv.2
locus_11883	locus_11883	uc001wbw.2
locus_11883	locus_11883	uc001wbx.2
locus_11883	locus_11883	uc001wco.2
locus_11883	locus_11883	uc001wcp.2
locus_11883	locus_11883	uc001wcq.2
locus_11883	locus_11883	uc001wcr.1
locus_11883	locus_11883	uc001wcs.1
locus_11883	locus_11883	uc001wcx.3
locus_11883	locus_11883	uc001wdd.2
locus_11883	locus_11883	uc001wde.1
locus_11883	locus_11883	uc001wdf.2
locus_11883	locus_11883	uc001wdg.1
locus_11883	locus_11883	uc001wdh.2
locus_11883	locus_11883	uc001wdj.2
locus_11883	locus_11883	uc001wdu.2
locus_11883	locus_11883	uc001wdv.3
locus_11883	locus_11883	uc001wec.2
locus_11883	locus_11883	uc001wed.1
locus_11883	locus_11883	uc001wee.3
locus_11883	locus_11883	uc001weg.2
locus_11883	locus_11883	uc001weh.1
locus_11883	locus_11883	uc001wei.2
locus_11883	locus_11883	uc001wej.2
locus_11883	locus_11883	uc001wek.2
locus_11883	locus_11883	uc001wel.2
locus_11883	locus_11883	uc001wem.3
locus_11883	locus_11883	uc001wen.1
locus_11883	locus_11883	uc001weo.2
locus_11883	locus_11883	uc001wep.2
locus_11883	locus_11883	uc001weq.2
locus_11883	locus_11883	uc001wer.2
locus_11883	locus_11883	uc001wet.2
locus_11883	locus_11883	uc001weu.2
locus_11883	locus_11883	uc001wev.2
locus_11883	locus_11883	uc001wew.2
locus_11883	locus_11883	uc001wez.2
locus_11883	locus_11883	uc001wfa.2
locus_11883	locus_11883	uc001wfb.1
locus_11883	locus_11883	uc001wfd.1
locus_11883	locus_11883	uc001wfe.2
locus_11883	locus_11883	uc001wfg.2
locus_11883	locus_11883	uc001wfh.1
locus_11883	locus_11883	uc001wfi.2
locus_11883	locus_11883	uc001wfj.1
locus_11883	locus_11883	uc001wfk.2
locus_11883	locus_11883	uc001wfl.2
locus_11883	locus_11883	uc001wfn.2
locus_11883	locus_11883	uc001wfo.2
locus_11883	locus_11883	uc001wfp.2
locus_11883	locus_11883	uc001wfq.1
locus_11883	locus_11883	uc001wfr.1
locus_11883	locus_11883	uc001wfs.1
locus_11883	locus_11883	uc001wft.1
locus_11883	locus_11883	uc001wfu.2
locus_11883	locus_11883	uc001wfv.1
locus_11883	locus_11883	uc001wfw.1
locus_11883	locus_11883	uc001wfx.2
locus_11883	locus_11883	uc001wfy.1
locus_11883	locus_11883	uc001wfz.1
locus_11883	locus_11883	uc001wgb.2
locus_11883	locus_11883	uc001wgc.2
locus_11883	locus_11883	uc001wgd.2
locus_11883	locus_11883	uc001wge.3
locus_11883	locus_11883	uc001wgf.2
locus_11883	locus_11883	uc001wgh.2
locus_11883	locus_11883	uc001wgi.1
locus_11883	locus_11883	uc001wgj.1
locus_11883	locus_11883	uc001wgk.2
locus_11883	locus_11883	uc010ais.1
locus_11883	locus_11883	uc010aja.1
locus_11883	locus_11883	uc010ajd.1
locus_11883	locus_11883	uc010aje.1
locus_11883	locus_11883	uc010ajf.1
locus_11883	locus_11883	uc010aji.1
locus_11883	locus_11883	uc010ajj.1
locus_11883	locus_11883	uc010ajk.1
locus_11883	locus_11883	uc010ajl.1
locus_11883	locus_11883	uc010ajm.1
locus_11883	locus_11883	uc010ajn.1
locus_11883	locus_11883	uc010ajo.1
locus_11883	locus_11883	uc010ajp.1
locus_11883	locus_11883	uc010ajv.1
locus_11883	locus_11883	uc010ajw.1
locus_11883	locus_11883	uc010ajx.1
locus_11883	locus_11883	uc010ajy.1
locus_11883	locus_11883	uc010ajz.1
locus_11883	locus_11883	uc010akb.1
locus_11883	locus_11883	uc010tmg.1
locus_11883	locus_11883	uc010tmk.1
locus_11883	locus_11883	uc010tml.1
locus_11883	locus_11883	uc010tmm.1
locus_11883	locus_11883	uc010tmn.1
locus_11883	locus_11883	uc010tmo.1
locus_11883	locus_11883	uc010tmt.1
locus_11883	locus_11883	uc010tmv.1
locus_11883	locus_11883	uc010tmw.1
locus_11883	locus_11883	uc010tmx.1
locus_11884	locus_11884	uc001wby.2
locus_11884	locus_11884	uc010aiv.1
locus_11885	locus_11885	uc001wbz.1
locus_11885	locus_11885	uc010ait.1
locus_11886	locus_11886	uc001wcb.2
locus_11886	locus_11886	uc001wcc.2
locus_11887	locus_11887	uc010aiw.1
locus_11887	locus_11887	uc010tmi.1
locus_11887	locus_11887	uc010tmj.1
locus_11888	locus_11888	uc001wch.2
locus_11888	locus_11888	uc010aiy.2
locus_11889	locus_11889	uc010aiz.2
locus_11890	locus_11890	uc001wck.2
locus_11890	locus_11890	uc010ajb.1
locus_11891	locus_11891	uc001wct.3
locus_11891	locus_11891	uc001wcu.3
locus_11892	locus_11892	uc010ajg.1
locus_11893	locus_11893	uc001wcy.2
locus_11894	locus_11894	uc001wcz.1
locus_11895	locus_11895	uc010tmp.1
locus_11896	locus_11896	uc001wda.1
locus_11897	locus_11897	uc001wdb.2
locus_11898	locus_11898	uc010ajh.1
locus_11899	locus_11899	uc010tmq.1
locus_11900	locus_11900	uc001wdi.2
locus_11901	locus_11901	uc001wdk.2
locus_11902	locus_11902	uc001wdn.2
locus_11903	locus_11903	uc010tmr.1
locus_11904	locus_11904	uc010ajq.1
locus_11905	locus_11905	uc001wdq.2
locus_11906	locus_11906	uc001wdr.2
locus_11907	locus_11907	uc001wdw.2
locus_11908	locus_11908	uc001wdx.3
locus_11908	locus_11908	uc001wdz.3
locus_11908	locus_11908	uc001wea.3
locus_11908	locus_11908	uc010ajs.1
locus_11908	locus_11908	uc010ajt.2
locus_11908	locus_11908	uc010aju.1
locus_11908	locus_11908	uc010tms.1
locus_11909	locus_11909	uc010tmy.1
locus_11923	locus_11923	uc001wko.1
locus_1193	locus_1193	uc010jqf.1
locus_11944	locus_11944	uc001wpo.1
locus_11945	locus_11945	uc001wqc.2
locus_11946	locus_11946	uc001wqd.2
locus_11951	locus_11951	uc001wqo.2
locus_11954	locus_11954	uc001wri.2
locus_11958	locus_11958	uc001wrr.2
locus_11963	locus_11963	uc001wsv.1
locus_11967	locus_11967	uc001wtp.2
locus_11968	locus_11968	uc001wtw.1
locus_11970	locus_11970	uc001wua.2
locus_11972	locus_11972	uc001wug.2
locus_11973	locus_11973	uc001wuh.2
locus_11973	locus_11973	uc001wui.2
locus_11973	locus_11973	uc001wuj.2
locus_11980	locus_11980	uc001wvl.1
locus_12015	locus_12015	uc001xci.2
locus_12017	locus_12017	uc001xcr.1
locus_12028	locus_12028	uc001xeo.2
locus_12029	locus_12029	uc001xep.1
locus_12036	locus_12036	uc001xfp.2
locus_12042	locus_12042	uc010apt.1
locus_12052	locus_12052	uc001xib.2
locus_1207	locus_1207	uc003nhj.2
locus_12081	locus_12081	uc001xoi.1
locus_12096	locus_12096	uc001xqo.1
locus_12101	locus_12101	uc001xrp.2
locus_12108	locus_12108	uc001xsm.2
locus_12123	locus_12123	uc001xuw.1
locus_12125	locus_12125	uc001xvj.2
locus_12127	locus_12127	uc001xvs.2
locus_12129	locus_12129	uc001xvw.2
locus_12130	locus_12130	uc001xwj.2
locus_12131	locus_12131	uc001xwk.2
locus_12132	locus_12132	uc001xwl.2
locus_12136	locus_12136	uc001xxq.2
locus_12142	locus_12142	uc001xyn.2
locus_12143	locus_12143	uc001xyq.2
locus_12144	locus_12144	uc001xyr.1
locus_12149	locus_12149	uc001yao.2
locus_12152	locus_12152	uc001ybb.1
locus_12171	locus_12171	uc001yen.1
locus_12173	locus_12173	uc001yfd.1
locus_12174	locus_12174	uc001yfe.2
locus_12179	locus_12179	uc001yfk.2
locus_12182	locus_12182	uc001yfs.2
locus_12184	locus_12184	uc001yfu.2
locus_1218	locus_1218	uc003nih.2
locus_12192	locus_12192	uc001ygz.1
locus_12193	locus_12193	uc010twy.1
locus_12199	locus_12199	uc001yif.1
locus_12200	locus_12200	uc010txi.1
locus_12201	locus_12201	uc001yig.3
locus_12202	locus_12202	uc010txk.1
locus_1220	locus_1220	uc010jqm.1
locus_1221	locus_1221	uc003nip.1
locus_12242	locus_12242	uc010awa.1
locus_12243	locus_12243	uc001yjx.1
locus_12244	locus_12244	uc010awb.1
locus_12245	locus_12245	uc001yjy.1
locus_12246	locus_12246	uc010txm.1
locus_12247	locus_12247	uc010txn.1
locus_12248	locus_12248	uc010awc.1
locus_12249	locus_12249	uc010awd.2
locus_12250	locus_12250	uc010awe.2
locus_12251	locus_12251	uc010txo.1
locus_12252	locus_12252	uc010awg.2
locus_12253	locus_12253	uc010awh.1
locus_12254	locus_12254	uc010txp.1
locus_12255	locus_12255	uc001yjz.1
locus_12256	locus_12256	uc010awi.1
locus_12260	locus_12260	uc001ykl.1
locus_12261	locus_12261	uc001ykr.1
locus_12273	locus_12273	uc001ymo.1
locus_12281	locus_12281	uc001yoh.1
locus_12284	locus_12284	uc010tyg.1
locus_12297	locus_12297	uc010axk.1
locus_12298	locus_12298	uc001yqw.2
locus_12304	locus_12304	uc001yrr.2
locus_12307	locus_12307	uc001vvb.2
locus_12308	locus_12308	uc001vvg.1
locus_12309	locus_12309	uc001vvo.1
locus_12310	locus_12310	uc001vvq.1
locus_12310	locus_12310	uc001vvr.1
locus_12310	locus_12310	uc001vvs.1
locus_12310	locus_12310	uc001vvv.1
locus_12310	locus_12310	uc010ahe.1
locus_12311	locus_12311	uc001vvu.2
locus_12312	locus_12312	uc001vvw.1
locus_12313	locus_12313	uc001vvx.1
locus_12314	locus_12314	uc001vvz.1
locus_12315	locus_12315	uc010tkr.1
locus_12316	locus_12316	uc010tks.1
locus_12317	locus_12317	uc001vwa.1
locus_1231	locus_1231	uc003njh.1
locus_1232	locus_1232	uc003njk.2
locus_12338	locus_12338	uc001vzu.1
locus_12349	locus_12349	uc001wds.1
locus_12350	locus_12350	uc001wdt.1
locus_12351	locus_12351	uc001web.1
locus_12352	locus_12352	uc010tmu.1
locus_12353	locus_12353	uc001wes.1
locus_12354	locus_12354	uc001wex.2
locus_12365	locus_12365	uc010aki.1
locus_1236	locus_1236	uc003njq.2
locus_12372	locus_12372	uc010tnn.1
locus_12374	locus_12374	uc010akq.2
locus_12374	locus_12374	uc010tno.1
locus_12375	locus_12375	uc001wke.2
locus_12376	locus_12376	uc001wkf.1
locus_12401	locus_12401	uc010amc.1
locus_12402	locus_12402	uc001wqg.1
locus_12404	locus_12404	uc001wqi.2
locus_12405	locus_12405	uc001wqj.1
locus_12406	locus_12406	uc001wqs.2
locus_12426	locus_12426	uc001wuk.1
locus_12428	locus_12428	uc001wun.2
locus_12428	locus_12428	uc001wuo.2
locus_12428	locus_12428	uc010amw.1
locus_12431	locus_12431	uc001wvd.2
locus_12435	locus_12435	uc001wvs.1
locus_12437	locus_12437	uc001wvx.1
locus_12442	locus_12442	uc001wwk.1
locus_12448	locus_12448	uc001wxh.1
locus_12450	locus_12450	uc010tqj.1
locus_12451	locus_12451	uc001wxl.2
locus_12471	locus_12471	uc001xbd.1
locus_12489	locus_12489	uc001xev.1
locus_12496	locus_12496	uc001xfm.2
locus_12508	locus_12508	uc001xil.2
locus_12510	locus_12510	uc001xit.2
locus_12511	locus_12511	uc010tsr.1
locus_12514	locus_12514	uc001xji.1
locus_1252	locus_1252	uc010jrd.2
locus_12533	locus_12533	uc001xmh.1
locus_12534	locus_12534	uc001xmj.1
locus_12536	locus_12536	uc010arh.1
locus_12539	locus_12539	uc010ttv.1
locus_12540	locus_12540	uc001xnx.2
locus_12546	locus_12546	uc001xov.1
locus_1254	locus_1254	uc003nlp.1
locus_12555	locus_12555	uc001xqp.1
locus_12565	locus_12565	uc001xsu.1
locus_12568	locus_12568	uc001xsz.2
locus_12569	locus_12569	uc001xta.1
locus_12570	locus_12570	uc001xtb.1
locus_12581	locus_12581	uc001xuo.1
locus_12584	locus_12584	uc001xve.1
locus_12589	locus_12589	uc001xvp.3
locus_12590	locus_12590	uc001xvq.1
locus_12592	locus_12592	uc001xvx.2
locus_12593	locus_12593	uc010twa.1
locus_12594	locus_12594	uc001xwa.2
locus_12595	locus_12595	uc001xwb.2
locus_12596	locus_12596	uc001xwc.2
locus_12597	locus_12597	uc001xwd.1
locus_12598	locus_12598	uc010twb.1
locus_12599	locus_12599	uc001xwh.2
locus_12600	locus_12600	uc001xwi.2
locus_12602	locus_12602	uc001xwp.1
locus_12607	locus_12607	uc001xxu.2
locus_12619	locus_12619	uc001yaa.2
locus_12619	locus_12619	uc001yab.2
locus_12622	locus_12622	uc001yal.1
locus_12623	locus_12623	uc001yam.1
locus_1262	locus_1262	uc003nmn.2
locus_12648	locus_12648	uc001yfv.1
locus_12664	locus_12664	uc001ymn.2
locus_12665	locus_12665	uc001ymp.1
locus_12668	locus_12668	uc001ynu.1
locus_12669	locus_12669	uc001ynv.1
locus_12673	locus_12673	uc001you.1
locus_12674	locus_12674	uc001yov.1
locus_1267	locus_1267	uc003nnt.2
locus_1267	locus_1267	uc010jrm.1
locus_12684	locus_12684	uc001yru.2
locus_12684	locus_12684	uc001yrv.1
locus_12684	locus_12684	uc010axp.1
locus_12684	locus_12684	uc010axq.1
locus_12685	locus_12685	uc001yry.1
locus_12686	locus_12686	uc001ysb.1
locus_12687	locus_12687	uc001ysc.2
locus_12688	locus_12688	uc001ysd.1
locus_1268	locus_1268	uc011dma.1
locus_12690	locus_12690	uc001ysv.2
locus_12691	locus_12691	uc001ysx.1
locus_12692	locus_12692	uc001ytb.1
locus_12693	locus_12693	uc010sdi.1
locus_12693	locus_12693	uc010sdj.1
locus_12695	locus_12695	uc001qhv.1
locus_12704	locus_12704	uc001qjw.2
locus_12706	locus_12706	uc001qkx.1
locus_12709	locus_12709	uc001qlq.1
locus_12710	locus_12710	uc001qls.1
locus_12711	locus_12711	uc001qmd.1
locus_12718	locus_12718	uc001qnj.1
locus_1272	locus_1272	uc003noi.2
locus_12751	locus_12751	uc001qtw.1
locus_12752	locus_12752	uc010sgi.1
locus_12760	locus_12760	uc009zgh.1
locus_12761	locus_12761	uc009zgi.1
locus_12764	locus_12764	uc001qvr.2
locus_12765	locus_12765	uc001qvs.2
locus_12766	locus_12766	uc010sgr.1
locus_12767	locus_12767	uc001qvt.2
locus_12768	locus_12768	uc001qvw.1
locus_12776	locus_12776	uc001qwo.1
locus_12839	locus_12839	uc001rfp.1
locus_12842	locus_12842	uc001rgb.1
locus_12849	locus_12849	uc001rgu.1
locus_12849	locus_12849	uc001rgv.3
locus_12855	locus_12855	uc001rhx.2
locus_12858	locus_12858	uc001riu.1
locus_12864	locus_12864	uc001rjq.1
locus_12865	locus_12865	uc001rjy.2
locus_12865	locus_12865	uc001rjz.2
locus_12865	locus_12865	uc010sjy.1
locus_12867	locus_12867	uc001rkg.3
locus_12874	locus_12874	uc001rlq.2
locus_12893	locus_12893	uc001rov.1
locus_12899	locus_12899	uc001rpo.1
locus_12932	locus_12932	uc010smi.1
locus_12948	locus_12948	uc010snb.1
locus_12956	locus_12956	uc001rzz.2
locus_12957	locus_12957	uc010snr.1
locus_1295	locus_1295	uc011dnf.1
locus_1296	locus_1296	uc011dng.1
locus_12981	locus_12981	uc001sbj.1
locus_12981	locus_12981	uc001sbk.1
locus_13047	locus_13047	uc001spc.2
locus_13056	locus_13056	uc001sqn.2
locus_13057	locus_13057	uc001sqo.2
locus_13058	locus_13058	uc001sqq.1
locus_13070	locus_13070	uc010ssu.1
locus_13072	locus_13072	uc001ssz.1
locus_13072	locus_13072	uc001sta.1
locus_13075	locus_13075	uc001stu.2
locus_13080	locus_13080	uc001sud.1
locus_13080	locus_13080	uc001sue.1
locus_13084	locus_13084	uc001svj.1
locus_13084	locus_13084	uc001svk.2
locus_13091	locus_13091	uc001sxc.2
locus_13091	locus_13091	uc009zrx.1
locus_13101	locus_13101	uc001syq.1
locus_13104	locus_13104	uc001szi.3
locus_13109	locus_13109	uc001szx.2
locus_13116	locus_13116	uc001tax.1
locus_13130	locus_13130	uc001tcu.2
locus_13130	locus_13130	uc001tcv.1
